500 125
600 165.4
700 175.6
800 191.4
900 265.8
1000 263
1100 292
1200 311.6
1300 338.4
1400 345.2
1500 380.2
1600 437.6
1700 601.6
1800 666.6
1900 597.8
2000 469.2
2100 612
2200 776.8
2300 669.2
2400 737.2
2500 828.6
2600 907.6
2700 949.8
2800 749.6
2900 763.2
3000 723
3100 735
3200 952.6
3300 1090.8
3400 1130
3500 1430.6
3600 1299.4
3700 1446.4
3800 1340.6
3900 1240.2
4000 889.8
4100 909
4200 1017.4
4300 1005.2
4400 984.6
4500 979
4600 1039.8
4700 1026.4
4800 1104.8
4900 1129.4
5000 1407.4
5100 1909.8
5200 1752
5300 1807.6
5400 1744
5500 1579.8
5600 1978.6
5700 1915.2
5800 1710.8
5900 1535.8
6000 1647.6
6100 1992.6
6200 2256
6300 2240.8
6400 2104.4
6500 2117.2
6600 2072.2
6700 3990
6800 2347.2
6900 1798.2
7000 2094
7100 2012.8
7200 2521.2
7300 4223.8
7400 2336.2
7500 2769.6
7600 2158.4
7700 2250
7800 2287.4
7900 2395
8000 2617.8
8100 2168.8
8200 2704.4
8300 2295.2
8400 2266.4
8500 2255.2
8600 2028.8
8700 2108.4
8800 2474
8900 2245.2
9000 4802.6
9100 2506.2
9200 2420
9300 2509.4
9400 2592.6
9500 2474
9600 2386
9700 2553.2
9800 2868.2
9900 2657
10000 2668.4
