500 75
600 90.6
700 110
800 133.6
900 140.8
1000 157
1100 177.8
1200 196.2
1300 216.2
1400 233.8
1500 393.8
1600 284.6
1700 273.4
1800 296
1900 341.4
2000 349.6
2100 365.4
2200 383.2
2300 412.8
2400 497.4
2500 463
2600 476.4
2700 518.6
2800 546.4
2900 551.2
3000 734
3100 621
3200 661.4
3300 590.8
3400 680.2
3500 834.6
3600 657
3700 1190.8
3800 917.8
3900 754.4
4000 772.2
4100 983.2
4200 856.6
4300 833.6
4400 1082.8
4500 906
4600 930.8
4700 1168.4
4800 1005.6
4900 1071.4
5000 1044.6
5100 1157.8
5200 1288.8
5300 1195
5400 1365.4
5500 1196.2
5600 1419.8
5700 1442
5800 1340.8
5900 1449
6000 1409.2
6100 1543.2
6200 1539.6
6300 1593.2
6400 1546.2
6500 1503.4
6600 1451
6700 1444.2
6800 1560
6900 1609.2
7000 1934
7100 1679
7200 1576.6
7300 1666.8
7400 1705.2
7500 1751
7600 1815.2
7700 1831.6
7800 1901.6
7900 1836.8
8000 1914.2
8100 1889.2
8200 1772.6
8300 2044.6
8400 1979
8500 1917.8
8600 2197.8
8700 2039.6
8800 1884.4
8900 2012
9000 2320.8
9100 2051.2
9200 2092.8
9300 2155.2
9400 2091.8
9500 2725
9600 2380
9700 2253.6
9800 2162
9900 2430.4
10000 2609.8
